id,record_type,lookup_text,structured_text
sym_140_triage,symptom_triage,"stomach pain, acidity, vomiting, cough, chest pain, stomach pain related discomfort, mild stomach pain, severe stomach pain, stomach pain sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: stomach pain, acidity, vomiting, cough, chest pain, stomach pain related discomfort, mild stomach pain, severe stomach pain, stomach pain sensation
POSSIBLE_CONDITION: GERD
SEVERITY_LEVEL: High
FOLLOW_UP_QUESTIONS: How long have you been experiencing stomach pain? | Is the stomach pain getting worse over time? | Have you taken any medication for stomach pain? | Do you have any other symptoms along with stomach pain?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of GERD persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_141,symptom_disease,"vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_DISEASE
DISEASE: Alcoholic Hepatitis
SYMPTOMS: vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Alcoholic Hepatitis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_141_triage,symptom_triage,"vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1, throwing up, emesis, nausea with expulsion, retching
POSSIBLE_CONDITION: Alcoholic Hepatitis
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Alcoholic Hepatitis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_144,symptom_disease,"itching, vomiting, nausea, loss of appetite, abdominal pain, yellowing of eyes, itching related discomfort, mild itching, severe itching, itching sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Chronic Cholestasis
SYMPTOMS: itching, vomiting, nausea, loss of appetite, abdominal pain, yellowing of eyes
SYMPTOM_SYNONYMS: itching related discomfort, mild itching, severe itching, itching sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Chronic Cholestasis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_144_triage,symptom_triage,"itching, vomiting, nausea, loss of appetite, abdominal pain, yellowing of eyes, itching related discomfort, mild itching, severe itching, itching sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: itching, vomiting, nausea, loss of appetite, abdominal pain, yellowing of eyes, itching related discomfort, mild itching, severe itching, itching sensation
POSSIBLE_CONDITION: Chronic Cholestasis
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing itching? | Is the itching getting worse over time? | Have you taken any medication for itching? | Do you have any other symptoms along with itching?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Chronic Cholestasis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_150,symptom_disease,"fatigue, weight loss, restlessness, lethargy, blurred and distorted vision, obesity, excessive hunger, increased appetite, polyuria, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_DISEASE
DISEASE: Diabetes
SYMPTOMS: fatigue, weight loss, restlessness, lethargy, blurred and distorted vision, obesity, excessive hunger, increased appetite, polyuria
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Diabetes persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_150_triage,symptom_triage,"fatigue, weight loss, restlessness, lethargy, blurred and distorted vision, obesity, excessive hunger, increased appetite, polyuria, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: fatigue, weight loss, restlessness, lethargy, blurred and distorted vision, obesity, excessive hunger, increased appetite, polyuria, tiredness, low energy, exhaustion, lethargy
POSSIBLE_CONDITION: Diabetes
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Diabetes persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_155,symptom_disease,"fatigue, mood swings, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_DISEASE
DISEASE: Hyperthyroidism
SYMPTOMS: fatigue, mood swings, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hyperthyroidism persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_155_triage,symptom_triage,"fatigue, mood swings, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: fatigue, mood swings, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, abnormal menstruation, tiredness, low energy, exhaustion, lethargy
POSSIBLE_CONDITION: Hyperthyroidism
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hyperthyroidism persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_158,symptom_disease,"stomach pain, ulcers on tongue, vomiting, cough, chest pain, stomach pain related discomfort, mild stomach pain, severe stomach pain, stomach pain sensation","TYPE: SYMPTOM_DISEASE
DISEASE: GERD
SYMPTOMS: stomach pain, ulcers on tongue, vomiting, cough, chest pain
SYMPTOM_SYNONYMS: stomach pain related discomfort, mild stomach pain, severe stomach pain, stomach pain sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing stomach pain? | Is the stomach pain getting worse over time? | Have you taken any medication for stomach pain? | Do you have any other symptoms along with stomach pain?
SEVERITY_LEVEL: High
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of GERD persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_158_triage,symptom_triage,"stomach pain, ulcers on tongue, vomiting, cough, chest pain, stomach pain related discomfort, mild stomach pain, severe stomach pain, stomach pain sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: stomach pain, ulcers on tongue, vomiting, cough, chest pain, stomach pain related discomfort, mild stomach pain, severe stomach pain, stomach pain sensation
POSSIBLE_CONDITION: GERD
SEVERITY_LEVEL: High
FOLLOW_UP_QUESTIONS: How long have you been experiencing stomach pain? | Is the stomach pain getting worse over time? | Have you taken any medication for stomach pain? | Do you have any other symptoms along with stomach pain?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of GERD persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_159,symptom_disease,"vomiting, sunken eyes, dehydration, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_DISEASE
DISEASE: Gastroenteritis
SYMPTOMS: vomiting, sunken eyes, dehydration
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Gastroenteritis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_159_triage,symptom_triage,"vomiting, sunken eyes, dehydration, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: vomiting, sunken eyes, dehydration, throwing up, emesis, nausea with expulsion, retching
POSSIBLE_CONDITION: Gastroenteritis
SEVERITY_LEVEL: Low
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Gastroenteritis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_160,symptom_disease,"fatigue, yellowish skin, nausea, loss of appetite, family history, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis C
SYMPTOMS: fatigue, yellowish skin, nausea, loss of appetite, family history
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis C persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_160_triage,symptom_triage,"fatigue, yellowish skin, nausea, loss of appetite, family history, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: fatigue, yellowish skin, nausea, loss of appetite, family history, tiredness, low energy, exhaustion, lethargy
POSSIBLE_CONDITION: Hepatitis C
SEVERITY_LEVEL: Low
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis C persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_163,symptom_disease,"constipation, pain in anal region, bloody stool, irritation in anus, constipation related discomfort, mild constipation, severe constipation, constipation sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Dimorphic Hemmorhoids (piles)
SYMPTOMS: constipation, pain in anal region, bloody stool, irritation in anus
SYMPTOM_SYNONYMS: constipation related discomfort, mild constipation, severe constipation, constipation sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing constipation? | Is the constipation getting worse over time? | Have you taken any medication for constipation? | Do you have any other symptoms along with constipation?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Dimorphic Hemmorhoids (piles) persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_163_triage,symptom_triage,"constipation, pain in anal region, bloody stool, irritation in anus, constipation related discomfort, mild constipation, severe constipation, constipation sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: constipation, pain in anal region, bloody stool, irritation in anus, constipation related discomfort, mild constipation, severe constipation, constipation sensation
POSSIBLE_CONDITION: Dimorphic Hemmorhoids (piles)
SEVERITY_LEVEL: Low
FOLLOW_UP_QUESTIONS: How long have you been experiencing constipation? | Is the constipation getting worse over time? | Have you taken any medication for constipation? | Do you have any other symptoms along with constipation?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Dimorphic Hemmorhoids (piles) persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_164,symptom_disease,"joint pain, vomiting, yellowish skin, dark urine, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain, joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis A
SYMPTOMS: joint pain, vomiting, yellowish skin, dark urine, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain
SYMPTOM_SYNONYMS: joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing joint pain? | Is the joint pain getting worse over time? | Have you taken any medication for joint pain? | Do you have any other symptoms along with joint pain?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis A persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_164_triage,symptom_triage,"joint pain, vomiting, yellowish skin, dark urine, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain, joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: joint pain, vomiting, yellowish skin, dark urine, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain, joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation
POSSIBLE_CONDITION: Hepatitis A
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing joint pain? | Is the joint pain getting worse over time? | Have you taken any medication for joint pain? | Do you have any other symptoms along with joint pain?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis A persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_167,symptom_disease,"acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, visual disturbances, acidity related discomfort, mild acidity, severe acidity, acidity sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Migraine
SYMPTOMS: acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, visual disturbances
SYMPTOM_SYNONYMS: acidity related discomfort, mild acidity, severe acidity, acidity sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing acidity? | Is the acidity getting worse over time? | Have you taken any medication for acidity? | Do you have any other symptoms along with acidity?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Migraine persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_167_triage,symptom_triage,"acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, visual disturbances, acidity related discomfort, mild acidity, severe acidity, acidity sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, visual disturbances, acidity related discomfort, mild acidity, severe acidity, acidity sensation
POSSIBLE_CONDITION: Migraine
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing acidity? | Is the acidity getting worse over time? | Have you taken any medication for acidity? | Do you have any other symptoms along with acidity?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Migraine persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_170,symptom_disease,"joint pain, vomiting, fatigue, high fever, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding, joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis E
SYMPTOMS: joint pain, vomiting, fatigue, high fever, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding
SYMPTOM_SYNONYMS: joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing joint pain? | Is the joint pain getting worse over time? | Have you taken any medication for joint pain? | Do you have any other symptoms along with joint pain?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis E persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_170_triage,symptom_triage,"joint pain, vomiting, fatigue, high fever, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding, joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: joint pain, vomiting, fatigue, high fever, yellowish skin, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, stomach bleeding, joint pain related discomfort, mild joint pain, severe joint pain, joint pain sensation
POSSIBLE_CONDITION: Hepatitis E
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing joint pain? | Is the joint pain getting worse over time? | Have you taken any medication for joint pain? | Do you have any other symptoms along with joint pain?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis E persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_171,symptom_disease,"vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_DISEASE
DISEASE: Hepatitis D
SYMPTOMS: vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis D persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_171_triage,symptom_triage,"vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, throwing up, emesis, nausea with expulsion, retching
POSSIBLE_CONDITION: Hepatitis D
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hepatitis D persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_174,symptom_disease,"continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain, continuous sneezing related discomfort, mild continuous sneezing, severe continuous sneezing, continuous sneezing sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Common Cold
SYMPTOMS: continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain
SYMPTOM_SYNONYMS: continuous sneezing related discomfort, mild continuous sneezing, severe continuous sneezing, continuous sneezing sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing continuous sneezing? | Is the continuous sneezing getting worse over time? | Have you taken any medication for continuous sneezing? | Do you have any other symptoms along with continuous sneezing?
SEVERITY_LEVEL: High
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Common Cold persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_174_triage,symptom_triage,"continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain, continuous sneezing related discomfort, mild continuous sneezing, severe continuous sneezing, continuous sneezing sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, muscle pain, continuous sneezing related discomfort, mild continuous sneezing, severe continuous sneezing, continuous sneezing sensation
POSSIBLE_CONDITION: Common Cold
SEVERITY_LEVEL: High
FOLLOW_UP_QUESTIONS: How long have you been experiencing continuous sneezing? | Is the continuous sneezing getting worse over time? | Have you taken any medication for continuous sneezing? | Do you have any other symptoms along with continuous sneezing?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Common Cold persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_175,symptom_disease,"skin rash, joint pain, skin peeling, silver like dusting, inflammatory nails, skin rash related discomfort, mild skin rash, severe skin rash, skin rash sensation","TYPE: SYMPTOM_DISEASE
DISEASE: Psoriasis
SYMPTOMS: skin rash, joint pain, skin peeling, silver like dusting, inflammatory nails
SYMPTOM_SYNONYMS: skin rash related discomfort, mild skin rash, severe skin rash, skin rash sensation
FOLLOW_UP_QUESTIONS: How long have you been experiencing skin rash? | Is the skin rash getting worse over time? | Have you taken any medication for skin rash? | Do you have any other symptoms along with skin rash?
SEVERITY_LEVEL: Low
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Psoriasis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_175_triage,symptom_triage,"skin rash, joint pain, skin peeling, silver like dusting, inflammatory nails, skin rash related discomfort, mild skin rash, severe skin rash, skin rash sensation","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: skin rash, joint pain, skin peeling, silver like dusting, inflammatory nails, skin rash related discomfort, mild skin rash, severe skin rash, skin rash sensation
POSSIBLE_CONDITION: Psoriasis
SEVERITY_LEVEL: Low
FOLLOW_UP_QUESTIONS: How long have you been experiencing skin rash? | Is the skin rash getting worse over time? | Have you taken any medication for skin rash? | Do you have any other symptoms along with skin rash?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Psoriasis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_177,symptom_disease,"vomiting, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_DISEASE
DISEASE: Alcoholic Hepatitis
SYMPTOMS: vomiting, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1
SYMPTOM_SYNONYMS: throwing up, emesis, nausea with expulsion, retching
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Alcoholic Hepatitis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_177_triage,symptom_triage,"vomiting, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1, throwing up, emesis, nausea with expulsion, retching","TYPE: SYMPTOM_TRIAGE
PATIENT_PHRASES: vomiting, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, fluid overload.1, throwing up, emesis, nausea with expulsion, retching
POSSIBLE_CONDITION: Alcoholic Hepatitis
SEVERITY_LEVEL: Medium
FOLLOW_UP_QUESTIONS: How long have you been experiencing vomiting? | Is the vomiting getting worse over time? | Have you taken any medication for vomiting? | Do you have any other symptoms along with vomiting?
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Alcoholic Hepatitis persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
sym_179,symptom_disease,"fatigue, weight gain, cold hands and feets, mood swings, lethargy, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation, tiredness, low energy, exhaustion, lethargy","TYPE: SYMPTOM_DISEASE
DISEASE: Hypothyroidism
SYMPTOMS: fatigue, weight gain, cold hands and feets, mood swings, lethargy, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, abnormal menstruation
SYMPTOM_SYNONYMS: tiredness, low energy, exhaustion, lethargy
FOLLOW_UP_QUESTIONS: How long have you been experiencing fatigue? | Is the fatigue getting worse over time? | Have you taken any medication for fatigue? | Do you have any other symptoms along with fatigue?
SEVERITY_LEVEL: Medium
RECOMMENDED_ACTION: Consult a qualified doctor if symptoms of Hypothyroidism persist beyond 48 hours. Maintain hydration and proper rest. Avoid self-medication unless prescribed by a professional. Seek emergency care if symptoms suddenly worsen or new severe symptoms appear."
