source,input_text,output_text,normalized_input,structured_text
gretelai/symptom_to_diagnosis,"I have been having back pain, a lingering cough, and muscle weakness. I also have dizziness and balance issues, and my neck hurts.",cervical spondylosis,i have been having back pain a lingering cough and muscle weakness i also have dizziness and balance issues and my neck hurts,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having back pain, a lingering cough, and muscle weakness. I also have dizziness and balance issues, and my neck hurts.
POSSIBLE_CONDITION: cervical spondylosis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a rash on my skin that is itchy and uncomfortable. There are also some odd patches of skin that are a different color. I also have a few pimples on my skin that resemble little knots.,fungal infection,i have a rash on my skin that is itchy and uncomfortable there are also some odd patches of skin that are a different color i also have a few pimples on my skin that resemble little knots,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash on my skin that is itchy and uncomfortable. There are also some odd patches of skin that are a different color. I also have a few pimples on my skin that resemble little knots.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a sore on my nose that has crusted over and is hard to touch. It used to leak a yellow-rust colored fluid and it is taking a lot longer to deal with using medication.,impetigo,i have a sore on my nose that has crusted over and is hard to touch it used to leak a yellow rust colored fluid and it is taking a lot longer to deal with using medication,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a sore on my nose that has crusted over and is hard to touch. It used to leak a yellow-rust colored fluid and it is taking a lot longer to deal with using medication.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been having loose, watery stools many times a day. I have lost my appetite and am always sick. I am also developing a mild fever. My abdominal part pains a lot. I don't know what the reason behind all of these is.",typhoid,i have been having loose watery stools many times a day i have lost my appetite and am always sick i am also developing a mild fever my abdominal part pains a lot i don t know what the reason behind all of these is,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having loose, watery stools many times a day. I have lost my appetite and am always sick. I am also developing a mild fever. My abdominal part pains a lot. I don't know what the reason behind all of these is.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been really itchy lately and there are these rashy spots all over my skin. There are also some areas that look different in shade than the rest of my skin, and I've had some bumps that are kind of hard. I'm not sure what it is, but I'd like to get it checked out.",fungal infection,i ve been really itchy lately and there are these rashy spots all over my skin there are also some areas that look different in shade than the rest of my skin and i ve had some bumps that are kind of hard i m not sure what it is but i d like to get it checked out,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been really itchy lately and there are these rashy spots all over my skin. There are also some areas that look different in shade than the rest of my skin, and I've had some bumps that are kind of hard. I'm not sure what it is, but I'd like to get it checked out.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have difficulty concentrating and I forget things a lot. I have low mental clarity and I have trouble remembering things.,drug reaction,i have difficulty concentrating and i forget things a lot i have low mental clarity and i have trouble remembering things,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have difficulty concentrating and I forget things a lot. I have low mental clarity and I have trouble remembering things.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really sick and tired. I've also had a fever and lost a lot of weight. My skin and urine have both turned yellow. I've also been having some stomach pain.,jaundice,i ve been feeling really sick and tired i ve also had a fever and lost a lot of weight my skin and urine have both turned yellow i ve also been having some stomach pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick and tired. I've also had a fever and lost a lot of weight. My skin and urine have both turned yellow. I've also been having some stomach pain.
POSSIBLE_CONDITION: jaundice
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I feel really sick. I have no energy and have lost my appetite. I also have small red spots on my skin.,chicken pox,i feel really sick i have no energy and have lost my appetite i also have small red spots on my skin,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I feel really sick. I have no energy and have lost my appetite. I also have small red spots on my skin.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a terrible backache, and I've been coughing a lot. My arms and legs are weak, and I have trouble balancing. My neck hurts too.",cervical spondylosis,i have a terrible backache and i ve been coughing a lot my arms and legs are weak and i have trouble balancing my neck hurts too,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a terrible backache, and I've been coughing a lot. My arms and legs are weak, and I have trouble balancing. My neck hurts too.
POSSIBLE_CONDITION: cervical spondylosis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a lot of stomach pain and I have to take antacids to help. I have lost a lot of weight and I can't seem to gain it back. My mouth hurts really bad.,peptic ulcer disease,i have a lot of stomach pain and i have to take antacids to help i have lost a lot of weight and i can t seem to gain it back my mouth hurts really bad,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a lot of stomach pain and I have to take antacids to help. I have lost a lot of weight and I can't seem to gain it back. My mouth hurts really bad.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I'm really tired and weak. I can barely keep my eyes open. I have a fever and I don't feel like eating anything. I think I've lost my appetite.,chicken pox,i m really tired and weak i can barely keep my eyes open i have a fever and i don t feel like eating anything i think i ve lost my appetite,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm really tired and weak. I can barely keep my eyes open. I have a fever and I don't feel like eating anything. I think I've lost my appetite.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really cold and tired lately. I've been coughing a lot, and it hurts when I breathe. My heart is beating really fast, and when I cough, I cough up phlegm that's kind of a rusty color.",pneumonia,i ve been feeling really cold and tired lately i ve been coughing a lot and it hurts when i breathe my heart is beating really fast and when i cough i cough up phlegm that s kind of a rusty color,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really cold and tired lately. I've been coughing a lot, and it hurts when I breathe. My heart is beating really fast, and when I cough, I cough up phlegm that's kind of a rusty color.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have small red sores near my nose and neck that are painful and inflamed. I also have a high fever.,impetigo,i have small red sores near my nose and neck that are painful and inflamed i also have a high fever,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have small red sores near my nose and neck that are painful and inflamed. I also have a high fever.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been experiencing a lot of belly pain and constipation. I also feel like I need to vomit, and I am feeling very weak.",typhoid,i have been experiencing a lot of belly pain and constipation i also feel like i need to vomit and i am feeling very weak,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been experiencing a lot of belly pain and constipation. I also feel like I need to vomit, and I am feeling very weak.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have red spots on my arms and legs that are itchy and inflamed. I have been feeling sick to my stomach and have a constant urge to vomit. I also have a mild fever.,dengue,i have red spots on my arms and legs that are itchy and inflamed i have been feeling sick to my stomach and have a constant urge to vomit i also have a mild fever,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have red spots on my arms and legs that are itchy and inflamed. I have been feeling sick to my stomach and have a constant urge to vomit. I also have a mild fever.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really tired and weak for a few days now. I also have a fever and a pain in my stomach. I don't know what's wrong with me.,typhoid,i ve been feeling really tired and weak for a few days now i also have a fever and a pain in my stomach i don t know what s wrong with me,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really tired and weak for a few days now. I also have a fever and a pain in my stomach. I don't know what's wrong with me.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a sore throat and a lot of sneezing. There are times when the skin around my eyes and my lips swell. I find that once I start, I just cannot stop.",allergy,i have a sore throat and a lot of sneezing there are times when the skin around my eyes and my lips swell i find that once i start i just cannot stop,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a sore throat and a lot of sneezing. There are times when the skin around my eyes and my lips swell. I find that once I start, I just cannot stop.
POSSIBLE_CONDITION: allergy
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really unwell recently. I've been having chills, a cough, and a high temperature. I've also been struggling to breathe and I've been sweating a lot. I've also had some thick, black phlegm.",pneumonia,i ve been feeling really unwell recently i ve been having chills a cough and a high temperature i ve also been struggling to breathe and i ve been sweating a lot i ve also had some thick black phlegm,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really unwell recently. I've been having chills, a cough, and a high temperature. I've also been struggling to breathe and I've been sweating a lot. I've also had some thick, black phlegm.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a rash on my legs that is getting worse. I have difficulty running.,varicose veins,i have a rash on my legs that is getting worse i have difficulty running,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash on my legs that is getting worse. I have difficulty running.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a sour taste in my mouth. I burp and belch a lot. I have pressure or fullness in my upper abdomen.,peptic ulcer disease,i have a sour taste in my mouth i burp and belch a lot i have pressure or fullness in my upper abdomen,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a sour taste in my mouth. I burp and belch a lot. I have pressure or fullness in my upper abdomen.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really sick for the past few days. I have a high fever, chills, and a headache. I've also been vomiting and sweating a lot. I'm also really itchy and my muscles are sore.",malaria,i ve been feeling really sick for the past few days i have a high fever chills and a headache i ve also been vomiting and sweating a lot i m also really itchy and my muscles are sore,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick for the past few days. I have a high fever, chills, and a headache. I've also been vomiting and sweating a lot. I'm also really itchy and my muscles are sore.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really tired and my eyes have been really red. My nose is stuffy and I've been coughing up a lot of phlegm. I've also noticed my lymph nodes are swollen.,common cold,i ve been feeling really tired and my eyes have been really red my nose is stuffy and i ve been coughing up a lot of phlegm i ve also noticed my lymph nodes are swollen,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really tired and my eyes have been really red. My nose is stuffy and I've been coughing up a lot of phlegm. I've also noticed my lymph nodes are swollen.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really tired and weak, and I can't seem to shake it. I've also lost my appetite because of the vomiting and nausea. My stomach is also hurting me.",typhoid,i ve been feeling really tired and weak and i can t seem to shake it i ve also lost my appetite because of the vomiting and nausea my stomach is also hurting me,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really tired and weak, and I can't seem to shake it. I've also lost my appetite because of the vomiting and nausea. My stomach is also hurting me.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have rashes on my skin that flake off and make me prone to infection. My fingers twitch and I sometimes shake.,drug reaction,i have rashes on my skin that flake off and make me prone to infection my fingers twitch and i sometimes shake,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have rashes on my skin that flake off and make me prone to infection. My fingers twitch and I sometimes shake.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I'm always feeling tired and worn out. My vision is blurry and seems to be getting worse. I also get dizzy and lightheaded sometimes.,diabetes,i m always feeling tired and worn out my vision is blurry and seems to be getting worse i also get dizzy and lightheaded sometimes,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I'm always feeling tired and worn out. My vision is blurry and seems to be getting worse. I also get dizzy and lightheaded sometimes.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a sore throat or hoarseness, especially in the morning. I have a chronic nagging pain in my throat and bad breath. I also have frequent belching. I have a burning sensation in my chest when I lay down.",gastroesophageal reflux disease,i have a sore throat or hoarseness especially in the morning i have a chronic nagging pain in my throat and bad breath i also have frequent belching i have a burning sensation in my chest when i lay down,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a sore throat or hoarseness, especially in the morning. I have a chronic nagging pain in my throat and bad breath. I also have frequent belching. I have a burning sensation in my chest when I lay down.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been feeling nauseous and have a constant urge to vomit. I get high fever and chills every night and feel terrible because of this. Also, I feel I have lost my appetite.",dengue,i have been feeling nauseous and have a constant urge to vomit i get high fever and chills every night and feel terrible because of this also i feel i have lost my appetite,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling nauseous and have a constant urge to vomit. I get high fever and chills every night and feel terrible because of this. Also, I feel I have lost my appetite.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I was in the middle of a workout when I suddenly felt lightheaded and dizzy. I also had a headache and chest pain. I've been having trouble balancing myself since then.,hypertension,i was in the middle of a workout when i suddenly felt lightheaded and dizzy i also had a headache and chest pain i ve been having trouble balancing myself since then,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I was in the middle of a workout when I suddenly felt lightheaded and dizzy. I also had a headache and chest pain. I've been having trouble balancing myself since then.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been vomiting a lot and I'm not hungry. My muscles, joints and back hurt all the time. I'm starting to have a fever too. I'm really worried and not sure what to do.",dengue,i ve been vomiting a lot and i m not hungry my muscles joints and back hurt all the time i m starting to have a fever too i m really worried and not sure what to do,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been vomiting a lot and I'm not hungry. My muscles, joints and back hurt all the time. I'm starting to have a fever too. I'm really worried and not sure what to do.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really hot and cold lately. I've also been itching a lot and have a headache. I've been sweating a lot and feel nauseous. My muscles are also aching.,malaria,i ve been feeling really hot and cold lately i ve also been itching a lot and have a headache i ve been sweating a lot and feel nauseous my muscles are also aching,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really hot and cold lately. I've also been itching a lot and have a headache. I've been sweating a lot and feel nauseous. My muscles are also aching.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really sick lately. I've been having a high fever, chills, and vomiting. I'm also sweating a lot and have a headache. I feel nauseous and my muscles are really sore.",malaria,i ve been feeling really sick lately i ve been having a high fever chills and vomiting i m also sweating a lot and have a headache i feel nauseous and my muscles are really sore,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really sick lately. I've been having a high fever, chills, and vomiting. I'm also sweating a lot and have a headache. I feel nauseous and my muscles are really sore.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I was driving home from work and suddenly felt a headache, chest discomfort, and dizziness. I've been having trouble concentrating and focusing while driving since then.",hypertension,i was driving home from work and suddenly felt a headache chest discomfort and dizziness i ve been having trouble concentrating and focusing while driving since then,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I was driving home from work and suddenly felt a headache, chest discomfort, and dizziness. I've been having trouble concentrating and focusing while driving since then.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been sneezing a lot and I have a really bad cough. I feel weak and exhausted, and my temperature is high.",common cold,i ve been sneezing a lot and i have a really bad cough i feel weak and exhausted and my temperature is high,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been sneezing a lot and I have a really bad cough. I feel weak and exhausted, and my temperature is high.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having to pee a lot, and it hurts. I've also been peeing blood. What should I do?",urinary tract infection,i ve been having to pee a lot and it hurts i ve also been peeing blood what should i do,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having to pee a lot, and it hurts. I've also been peeing blood. What should I do?
POSSIBLE_CONDITION: urinary tract infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a rash that is itchy and painful. My nails have little dents in them. I also have skin peeling in different parts of my body.,psoriasis,i have a rash that is itchy and painful my nails have little dents in them i also have skin peeling in different parts of my body,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash that is itchy and painful. My nails have little dents in them. I also have skin peeling in different parts of my body.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have trouble breathing when I exercise. I sweat a lot and get hot easily. I get yeast infections a lot.,diabetes,i have trouble breathing when i exercise i sweat a lot and get hot easily i get yeast infections a lot,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have trouble breathing when I exercise. I sweat a lot and get hot easily. I get yeast infections a lot.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have rashes on my arms and neck that itch when I scratch them. I also have a fever. I don't know what is causing it. The itching is really bothering me.,chicken pox,i have rashes on my arms and neck that itch when i scratch them i also have a fever i don t know what is causing it the itching is really bothering me,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have rashes on my arms and neck that itch when I scratch them. I also have a fever. I don't know what is causing it. The itching is really bothering me.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been experiencing neck pain, vertigo, and instability. I've also been having a chronic cough and limb weakness.",cervical spondylosis,i ve been experiencing neck pain vertigo and instability i ve also been having a chronic cough and limb weakness,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been experiencing neck pain, vertigo, and instability. I've also been having a chronic cough and limb weakness.
POSSIBLE_CONDITION: cervical spondylosis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a rash on my face and it's really painful. There are little blisters around my nose and they're oozing yellow liquid.,impetigo,i have a rash on my face and it s really painful there are little blisters around my nose and they re oozing yellow liquid,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash on my face and it's really painful. There are little blisters around my nose and they're oozing yellow liquid.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have sores on my face. They are red and crusty. They are mostly around my nose and lips. They are painful and there is a yellow or rust-colored fluid coming out of them.,impetigo,i have sores on my face they are red and crusty they are mostly around my nose and lips they are painful and there is a yellow or rust colored fluid coming out of them,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have sores on my face. They are red and crusty. They are mostly around my nose and lips. They are painful and there is a yellow or rust-colored fluid coming out of them.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a sore throat and I am sneezing all the time. Sometimes my face swells up, especially my lips and the area around my eyes. I can't stop sneezing once I start.",allergy,i have a sore throat and i am sneezing all the time sometimes my face swells up especially my lips and the area around my eyes i can t stop sneezing once i start,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a sore throat and I am sneezing all the time. Sometimes my face swells up, especially my lips and the area around my eyes. I can't stop sneezing once I start.
POSSIBLE_CONDITION: allergy
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have to pee a lot and I'm always thirsty. I get dizzy and confused sometimes. I've also lost a lot of my vision.,diabetes,i have to pee a lot and i m always thirsty i get dizzy and confused sometimes i ve also lost a lot of my vision,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have to pee a lot and I'm always thirsty. I get dizzy and confused sometimes. I've also lost a lot of my vision.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a lot of pain in my legs, especially when I stand or walk for a long time. The skin on my calves is also swollen and red.",varicose veins,i have a lot of pain in my legs especially when i stand or walk for a long time the skin on my calves is also swollen and red,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a lot of pain in my legs, especially when I stand or walk for a long time. The skin on my calves is also swollen and red.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a rash on my skin that looks like dischromic patches, and I also have a lot of nodular eruptions and really bad itching. It has gotten worse over the last week.",fungal infection,i have a rash on my skin that looks like dischromic patches and i also have a lot of nodular eruptions and really bad itching it has gotten worse over the last week,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash on my skin that looks like dischromic patches, and I also have a lot of nodular eruptions and really bad itching. It has gotten worse over the last week.
POSSIBLE_CONDITION: fungal infection
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been having a lot of skin problems lately. I have red, scaly patches on my skin that are itchy and painful.",psoriasis,i have been having a lot of skin problems lately i have red scaly patches on my skin that are itchy and painful,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been having a lot of skin problems lately. I have red, scaly patches on my skin that are itchy and painful.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been feeling a lot of pain in my legs lately. It feels like a cramp and it is worse when I stand or walk for a long time.,varicose veins,i have been feeling a lot of pain in my legs lately it feels like a cramp and it is worse when i stand or walk for a long time,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling a lot of pain in my legs lately. It feels like a cramp and it is worse when I stand or walk for a long time.
POSSIBLE_CONDITION: varicose veins
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a lot of stomach pain, and it's hard for me to sleep. I also feel really anxious and have no appetite.",peptic ulcer disease,i have a lot of stomach pain and it s hard for me to sleep i also feel really anxious and have no appetite,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a lot of stomach pain, and it's hard for me to sleep. I also feel really anxious and have no appetite.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a lot of belching and burping. I also have chest pain that goes to my back, neck, and arm. I feel pressure and stress in my chest.",gastroesophageal reflux disease,i have a lot of belching and burping i also have chest pain that goes to my back neck and arm i feel pressure and stress in my chest,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a lot of belching and burping. I also have chest pain that goes to my back, neck, and arm. I feel pressure and stress in my chest.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been sneezing a lot, and my nose is running. I'm also feeling really tired and achy, and I've been coughing a lot. My fever is also pretty high.",common cold,i ve been sneezing a lot and my nose is running i m also feeling really tired and achy and i ve been coughing a lot my fever is also pretty high,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been sneezing a lot, and my nose is running. I'm also feeling really tired and achy, and I've been coughing a lot. My fever is also pretty high.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I suddenly felt a headache, chest pain, and dizziness in the middle of a conference. I've been having trouble concentrating and focusing on the topic since then.",hypertension,i suddenly felt a headache chest pain and dizziness in the middle of a conference i ve been having trouble concentrating and focusing on the topic since then,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I suddenly felt a headache, chest pain, and dizziness in the middle of a conference. I've been having trouble concentrating and focusing on the topic since then.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I feel like I'm going to throw up after I eat. I have a lot of pain in my abdomen and I have really bad acid reflux.,gastroesophageal reflux disease,i feel like i m going to throw up after i eat i have a lot of pain in my abdomen and i have really bad acid reflux,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I feel like I'm going to throw up after I eat. I have a lot of pain in my abdomen and I have really bad acid reflux.
POSSIBLE_CONDITION: gastroesophageal reflux disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really bad, with a high fever, shortness of breath, sweating, chills, and extreme fatigue. My heart is racing, and I've been coughing up a lot of brown phlegm.",pneumonia,i ve been feeling really bad with a high fever shortness of breath sweating chills and extreme fatigue my heart is racing and i ve been coughing up a lot of brown phlegm,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really bad, with a high fever, shortness of breath, sweating, chills, and extreme fatigue. My heart is racing, and I've been coughing up a lot of brown phlegm.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been feeling bloated and uneasy for a while now. I've also been losing weight and I don't like eating as much as I used to. Sometimes I get bloody vomit and dark, tarry stools.",peptic ulcer disease,i have been feeling bloated and uneasy for a while now i ve also been losing weight and i don t like eating as much as i used to sometimes i get bloody vomit and dark tarry stools,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling bloated and uneasy for a while now. I've also been losing weight and I don't like eating as much as I used to. Sometimes I get bloody vomit and dark, tarry stools.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a constant hunger and appetite. Sometimes my stomach will cramp and spasm. After I eat, I feel bloated and gassy.",peptic ulcer disease,i have a constant hunger and appetite sometimes my stomach will cramp and spasm after i eat i feel bloated and gassy,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a constant hunger and appetite. Sometimes my stomach will cramp and spasm. After I eat, I feel bloated and gassy.
POSSIBLE_CONDITION: peptic ulcer disease
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been losing weight, feeling really tired, and throwing up a lot. My skin has turned yellow, and I have a fever. My urine is dark, and I've been having stomach pain.",jaundice,i ve been losing weight feeling really tired and throwing up a lot my skin has turned yellow and i have a fever my urine is dark and i ve been having stomach pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been losing weight, feeling really tired, and throwing up a lot. My skin has turned yellow, and I have a fever. My urine is dark, and I've been having stomach pain.
POSSIBLE_CONDITION: jaundice
SOURCE: gretelai/symptom_to_diagnosis"
